28.46251,18.596333,24.65513,-19.858288,23.170425,593.4383,-25.568007,94.30332,21.525795,26.376003,68.49935,50.57598
37.339138,18.6212,24.536465,-26.49981,23.170876,799.967,-25.568216,94.32523,21.529621,26.375944,68.51439,50.58858
46.747604,18.642855,24.563135,-33.520416,23.171858,1018.83246,-25.569664,94.339195,21.50267,26.377293,68.52516,50.61726
56.520824,18.663021,24.629745,-41.23539,23.173918,1246.5588,-25.810379,95.03476,21.435665,26.37934,69.06392,50.63105
66.475815,18.678274,24.651226,-49.739246,23.172413,1480.6138,-26.40874,96.82775,21.387653,26.379105,70.45604,50.61487
76.42363,18.684439,24.664526,-58.64512,23.171335,1719.1729,-27.317192,98.73122,21.369713,26.375929,72.14016,50.578873
87.55048,18.685287,24.709661,-63.87285,23.1721,1960.9231,-25.776241,95.18832,21.40331,26.373423,73.74773,50.556957
89.67642,18.682959,24.75141,-72.048615,23.176327,2205.172,-39.509033,95.47318,21.401485,26.372707,75.14782,50.615852
88.98815,18.67832,24.780243,-79.44381,23.175457,2450.9893,-56.191437,94.77581,21.416655,26.370918,76.26273,50.630333
86.98094,18.66792,24.79963,-86.01777,23.179304,2697.9868,-72.81384,93.318535,21.412619,26.370993,76.88422,50.81538
84.28633,18.652973,24.809776,-91.66694,23.190182,2945.843,-88.44194,91.21515,21.414995,26.3744,76.89353,50.90952
80.88041,18.635427,24.824543,-96.60595,23.220718,3194.3237,-103.18153,88.79923,21.44007,26.376724,76.512886,50.731384
78.14694,18.6195,24.822594,-100.2053,23.227741,3410.7056,-114.7476,86.51829,21.471178,26.378931,75.89636,50.523815
73.0008,18.602804,24.802397,-104.68539,23.237991,3593.5725,-127.64662,85.78983,21.460793,26.380087,76.61707,50.457184
62.941837,18.591063,24.855328,-110.37852,23.241163,3769.1277,-145.28954,86.62683,21.421461,26.379951,79.64336,50.458794
55.538113,18.59146,24.93317,-114.624344,23.236742,3891.9185,-158.27211,87.79541,21.449347,26.379314,83.957115,50.51009
47.54519,18.591742,24.9859,-118.37196,23.257153,3948.6958,-170.72673,90.09622,21.479939,26.378857,88.19919,50.550507
43.266354,18.600527,25.006836,-120.76336,23.27284,3998.2034,-177.80217,90.91731,21.503471,26.378956,90.73926,50.490135
41.03172,18.617067,25.019382,-122.12748,23.307926,4067.0266,-181.85544,90.36074,21.500174,26.379564,91.57833,50.406
36.727207,18.638643,25.105722,-123.86216,23.340311,4157.342,-188.24522,89.695015,21.510748,26.379152,91.25445,50.366
35.032185,18.667526,25.16435,-124.73857,23.392275,4267.5635,-191.38637,87.8787,21.536955,26.377777,89.97772,50.39835
36.592304,18.688221,25.251387,-124.59472,23.449156,4385.3325,-190.73819,85.18309,21.573072,26.376791,86.80025,50.720867
