9.2072,10.4684,0
4.963,-8.4954,0
2.0801,-2.8293,0
7.4454,-9.5415,0
6.0841,-10.4112,0
3.2813,16.0814,0
5.7638,6.5732,1
5.8438,14.8966,0
9.9279,-10.1542,0
7.9259,-1.5898,1
8.4865,-2.4655,1
6.3243,11.0294,0
4.1622,-7.8204,0
4.8028,-6.3094,0
6.8048,12.6814,0
3.3614,-5.4947,0
6.7247,5.3163,1
8.4064,7.625,0
3.4414,13.9986,0
3.2813,7.2736,1
3.5215,-8.4394,0
2.1602,17.9037,0
8.1662,0.315,1
9.3674,6.6544,0
7.3654,13.8727,0
3.7618,-4.1154,0
6.1642,3.497,1
7.8458,-2.9838,1
8.2462,-12.8686,0
7.9259,-7.9561,0
6.8849,-1.7956,1
8.967,-3.1418,1
2.5606,13.4891,0
2.0801,17.8661,0
2.961,1.5638,1
9.6076,-4.3987,1
6.965,2.5352,1
3.9219,4.826,1
8.4064,1.9774,1
8.1662,9.8969,0
4.5626,11.4904,0
8.8068,12.6399,0
8.5666,-1.8749,1
8.006,13.9445,0
2.4004,6.6725,1
2.4805,8.6609,1
4.8829,3.1995,1
5.3634,-4.9106,0
7.2052,-10.4586,0
6.965,12.2393,0
6.004,-5.0324,0
9.5275,12.1699,0
4.002,3.6049,1
9.9279,11.3347,0
3.4414,-5.0108,0
2.4004,-7.0181,0
2.0,6.0725,1
4.963,11.8646,0
2.2402,-4.8712,0
2.1602,10.0488,1
2.4805,19.3163,0
7.1251,-6.5403,0
6.2442,3.5799,1
2.961,18.759,0
7.045,11.275,0
9.6076,-11.4634,0
4.4825,0.9363,1
5.6036,4.9936,1
6.3243,4.4734,1
8.8869,9.2281,0
7.7658,3.3223,1
2.6406,15.333,0
4.0821,-8.9437,0
2.1602,-4.1358,0
5.2032,1.8413,1
2.8008,3.8191,1
2.8809,13.4396,0
8.8068,-11.7528,0
8.7267,2.1384,1
5.1231,13.1035,0
4.0821,15.6841,0
8.3263,1.7532,1
8.0861,9.1722,0
6.004,1.9924,1
4.2422,15.9332,0
4.5626,3.2679,1
5.4434,1.8981,1
9.047,11.6743,0
5.6837,2.9458,1
5.7638,-6.7152,0
8.967,9.7694,0
7.2853,-0.8214,1
2.0,-3.8918,0
4.002,13.6453,0
5.9239,2.8571,1
9.047,-3.6787,1
2.5606,6.3964,1
6.7247,-8.4179,0
5.043,-0.183,1
6.3243,-9.0693,0
4.2422,0.9505,1
2.2402,17.1405,0
8.6466,-11.734,0
5.5235,6.0392,1
4.3223,-6.9488,0
8.7267,9.8877,0
6.6446,-11.1697,0
6.4845,-1.2992,1
4.7227,7.679,1
4.8028,4.1269,1
4.3223,2.8602,1
3.1211,2.6981,1
6.8849,-11.2873,0
9.8478,-12.3213,0
7.6857,0.805,1
7.045,4.3739,1
8.5666,-11.6452,0
3.041,6.2224,1
3.3614,13.039,0
5.5235,-6.4844,0
8.006,0.6007,1
6.4044,1.3611,1
3.041,-4.793,0
2.961,-6.2339,0
9.7678,-14.2641,0
9.1271,-12.4645,0
7.1251,-1.6681,1
3.3614,3.0957,1
2.8809,6.8344,1
4.963,3.1381,1
5.3634,16.2233,0
3.8418,3.3551,1
9.2873,11.5621,0
8.8068,-0.6301,1
7.4454,13.2471,0
8.8869,0.6246,1
4.4024,8.0053,1
2.8008,-4.1967,0
4.6426,-0.0842,1
3.9219,16.0073,0
9.7678,-3.741,1
8.2462,3.4309,1
3.7618,0.7538,1
7.3654,-2.677,1
2.2402,2.5586,1
4.0821,5.6568,1
9.2072,-0.0787,1
3.2012,7.2313,1
2.4004,19.0717,0
8.6466,10.0749,0
9.8478,-2.4471,1
9.1271,-1.7527,1
6.8048,4.9398,1
6.5646,3.8972,1
4.4825,12.2067,0
7.5255,1.2983,1
5.1231,2.1147,1
9.4474,0.069,1
8.0861,3.4809,1
6.6446,-0.9803,1
2.7207,9.1261,1
8.8869,-9.0165,0
7.6056,4.2823,1
5.8438,4.7212,1
2.6406,3.6937,1
9.2873,2.9825,1
5.6036,12.8224,0
4.1622,17.4388,0
7.2853,-11.7767,0
5.8438,-7.4994,0
4.1622,1.7813,1
6.0841,5.7956,1
6.4845,-10.4355,0
4.6426,13.5561,0
7.3654,-6.6511,0
3.6817,5.0081,1
3.5215,2.0413,1
8.6466,-0.4126,1
7.2052,2.5343,1
4.4825,-4.0685,0
3.4414,8.5349,1
9.9279,-3.3625,1
9.5275,0.4406,1
9.1271,12.0634,0
2.0,19.7274,0
5.3634,4.8046,1
9.3674,-12.9188,0
7.6857,12.2656,0
5.043,-8.4726,0
7.4454,3.8719,1
5.2032,-9.0855,0
2.3203,7.6133,1
3.6817,-5.1702,0
3.6016,4.451,1
2.0801,6.2579,1
5.2833,3.1459,1
4.6426,-5.3189,0
9.6877,-5.1131,1
5.6837,11.992,0
9.3674,-2.3788,1
