1.25,1.25,20.38
2.31,2.39,23.08
3.5,3.39,34.28
4.58,4.51,27.01
5.67,5.55,42.88
6.76,6.57,34.24
7.86,7.65,60.31
8.99,8.76,55.74
10.03,9.78,77.01
11.03,10.94,57.28
12.26,12.03,69.7
13.38,13.25,73.49
14.57,14.36,80.85
15.71,15.47,108.78
16.95,16.52,120.07
18.16,17.75,123.85
19.19,18.88,124.34
20.29,20.04,131.52
21.46,21.16,122.82
22.46,22.19,137.4
23.54,23.39,144.36
24.76,24.43,154.93
25.99,25.47,167.57
27.21,26.67,160.38
28.36,27.8,191.59
29.4,28.86,187.24
30.42,30.08,204.11
31.54,31.27,188.61
32.56,32.51,222.68
33.65,33.71,224.52
34.82,34.81,237.56
35.88,35.85,217.72
36.99,36.98,228.28
38.05,38.04,246.17
39.29,39.1,238.9
40.31,40.21,252.41
41.45,41.36,275.19
42.56,42.57,280.73
43.61,43.66,291.29
44.73,44.8,294.34
