13.05,8.42,2
6.51,0.16,1
8.68,3.81,1
4.87,7.62,0
10.84,9.8,2
1.65,6.7,0
12.23,8.18,2
10.28,7.33,2
1.41,7.67,0
14.87,8.63,2
2.51,9.82,0
10.88,9.32,2
4.12,6.68,0
2.71,5.73,0
0.25,9.77,0
12.54,9.53,2
0.31,5.83,0
5.19,4.82,1
10.23,8.16,2
3.81,8.54,0
7.98,1.36,1
11.15,6.29,2
13.98,6.56,2
6.84,4.55,1
0.22,7.71,0
1.66,6.55,0
3.94,9.3,0
0.68,5.2,0
11.71,9.97,2
7.38,3.7,1
6.22,0.01,1
6.48,3.68,1
12.37,6.72,2
1.67,6.77,0
6.84,2.65,1
0.15,8.23,0
6.04,1.39,1
12.03,9.81,2
6.18,3.87,1
4.15,7.87,0
8.29,0.52,1
11.19,5.27,2
7.55,0.13,1
14.71,6.3,2
9.1,4.95,1
5.39,1.84,1
14.28,7.03,2
8.99,0.55,1
2.92,6.42,0
14.74,8.36,2
12.84,8.51,2
5.43,4.06,1
4.89,5.61,0
5.52,0.47,1
6.85,1.65,1
3.94,9.83,0
11.75,9.61,2
4.67,6.27,0
10.71,8.99,2
11.43,5.67,2
5.97,3.14,1
2.04,5.97,0
14.69,7.5,2
14.57,8.1,2
6.67,3.78,1
6.98,2.92,1
5.53,3.85,1
9.65,2.6,1
13.98,8.32,2
2.74,6.26,0
13.27,7.54,2
9.63,0.98,1
10.15,9.3,2
8.78,0.8,1
10.46,5.52,2
1.24,9.99,0
4.46,6.24,0
6.59,1.9,1
6.91,2.16,1
3.16,5.82,0
6.39,2.63,1
14.14,8.31,2
13.07,7.77,2
1.65,9.63,0
3.2,6.3,0
9.79,2.08,1
10.7,9.93,2
14.08,9.58,2
5.4,4.44,1
13.03,8.11,2
7.34,0.83,1
3.99,9.49,0
4.55,9.62,0
6.31,4.47,1
11.06,9.01,2
10.0,0.83,1
2.85,5.42,0
14.8,5.56,2
13.22,6.97,2
8.03,0.27,1
2.8,7.69,0
8.55,1.61,1
1.61,6.91,0
8.15,1.75,1
11.0,8.98,2
5.4,4.01,1
5.47,4.58,1
11.9,6.14,2
1.09,7.52,0
10.64,5.36,2
12.02,5.87,2
4.21,7.01,0
9.38,0.72,1
6.0,0.65,1
12.81,5.09,2
8.34,1.86,1
0.23,6.2,0
9.7,3.09,1
3.9,8.44,0
10.94,7.25,2
8.38,2.17,1
2.54,5.09,0
11.38,5.65,2
5.16,1.96,1
2.41,7.46,0
12.1,9.79,2
3.14,5.13,0
13.46,7.24,2
4.23,8.82,0
7.33,2.29,1
7.58,3.07,1
8.67,2.78,1
2.06,9.16,0
1.05,8.83,0
12.85,8.61,2
1.31,7.56,0
11.63,8.46,2
0.07,5.43,0
14.47,8.73,2
1.63,8.25,0
4.05,7.3,0
12.37,7.39,2
14.61,5.54,2
4.5,9.33,0
5.53,0.59,1
4.76,5.96,0
7.35,2.72,1
1.98,6.74,0
3.67,8.59,0
13.94,9.61,2
